task_id,order_id,warehouse_id,order_lat,order_lon,pickup_ready_at,created_at,delivery_deadline_at,total_mass_kg,time_window_sec,lead_time_sec,prep_time_sec,dist_from_warehouse_km,straight_line_travel_sec_moped,feasible_solo_moped,straight_line_travel_sec_walking,feasible_solo_walking,straight_line_travel_sec_car,feasible_solo_car,pickup_ready_ts,deadline_ts
3,96,2,55.599374,37.719504,2026-06-16 05:22:25+00:00,2026-06-16 05:06:06+00:00,2026-06-16 05:59:07+00:00,3.4,2202,3181,979,0.5118358266015639,122,True,368,True,46,True,1781587,1781589
3,97,2,55.593498,37.746105,2026-06-16 05:11:16+00:00,2026-06-16 05:06:50+00:00,2026-06-16 05:29:41+00:00,5.91,1105,1371,266,1.3636892900444846,327,True,981,True,122,True,1781586,1781587
3,98,2,55.600661,37.708174,2026-06-16 05:14:15+00:00,2026-06-16 05:03:19+00:00,2026-06-16 05:56:49+00:00,2.98,2554,3210,656,1.2230648292857105,293,True,880,True,110,True,1781586,1781589
3,99,2,55.605858,37.713143,2026-06-16 05:07:45+00:00,2026-06-16 05:06:05+00:00,2026-06-16 05:34:27+00:00,6.7,1602,1702,100,1.1236328974875809,269,True,809,True,101,True,1781586,1781588
3,100,2,55.609473,37.722469,2026-06-16 05:19:10+00:00,2026-06-16 05:06:21+00:00,2026-06-16 05:54:26+00:00,2.49,2116,2885,769,1.1116050661139727,266,True,800,True,100,True,1781587,1781589
3,101,3,55.563134,37.879149,2026-06-16 05:11:04+00:00,2026-06-16 04:56:51+00:00,2026-06-16 05:45:45+00:00,4.25,2081,2934,853,1.9247021520695846,461,True,1385,True,173,True,1781586,1781588
3,102,3,55.563671,37.87097,2026-06-16 05:11:21+00:00,2026-06-16 05:08:07+00:00,2026-06-16 05:36:19+00:00,4.36,1498,1692,194,1.4954375498634502,358,True,1076,True,134,True,1781586,1781588
3,103,3,55.56592,37.893648,2026-06-16 05:09:03+00:00,2026-06-16 04:55:17+00:00,2026-06-16 05:52:22+00:00,2.37,2599,3425,826,2.8859995516421786,692,True,2077,True,259,True,1781586,1781589
3,104,3,55.565042,37.861754,2026-06-16 05:19:10+00:00,2026-06-16 05:02:18+00:00,2026-06-16 05:35:52+00:00,20.96,1002,2014,1012,1.1749405961622188,281,True,845,True,105,True,1781587,1781588
3,105,3,55.551676,37.875057,2026-06-16 05:08:01+00:00,2026-06-16 04:51:28+00:00,2026-06-16 05:42:12+00:00,7.74,2051,3044,993,1.6066554672792692,385,True,1156,True,144,True,1781586,1781588
3,106,3,55.569442,37.822556,2026-06-16 05:16:34+00:00,2026-06-16 05:09:29+00:00,2026-06-16 05:35:16+00:00,3.98,1122,1547,425,2.29739913334501,551,True,1654,False,206,True,1781586,1781588
3,107,3,55.561333,37.855029,2026-06-16 05:11:59+00:00,2026-06-16 04:52:20+00:00,2026-06-16 05:55:54+00:00,23.78,2635,3814,1179,0.6031782606071123,144,True,434,True,54,True,1781586,1781589
3,108,3,55.538474,37.827624,2026-06-16 05:10:01+00:00,2026-06-16 05:08:29+00:00,2026-06-16 05:43:08+00:00,5.69,1987,2079,92,2.4769991002534244,594,True,1783,True,222,True,1781586,1781588
3,109,3,55.554209,37.835345,2026-06-16 05:07:38+00:00,2026-06-16 04:50:18+00:00,2026-06-16 05:33:34+00:00,2.17,1556,2596,1040,1.0109492962006152,242,True,727,True,90,True,1781586,1781588
3,110,3,55.594016,37.823168,2026-06-16 05:09:46+00:00,2026-06-16 05:08:37+00:00,2026-06-16 05:27:10+00:00,1.67,1044,1113,69,4.529373296832531,1087,False,3261,False,407,True,1781586,1781587
3,111,3,55.569311,37.879659,2026-06-16 05:07:25+00:00,2026-06-16 04:56:21+00:00,2026-06-16 05:43:24+00:00,2.8,2159,2823,664,2.3054081217979645,553,True,1659,True,207,True,1781586,1781588
3,112,3,55.541451,37.841398,2026-06-16 05:21:54+00:00,2026-06-16 05:06:40+00:00,2026-06-16 06:04:34+00:00,12.74,2560,3474,914,1.7700801635225438,424,True,1274,True,159,True,1781587,1781589
3,113,3,55.5721,37.837518,2026-06-16 05:08:00+00:00,2026-06-16 05:05:48+00:00,2026-06-16 05:25:51+00:00,4.09,1071,1203,132,1.9360629732084729,464,True,1393,False,174,True,1781586,1781587
3,114,3,55.562253,37.811493,2026-06-16 05:18:57+00:00,2026-06-16 05:11:52+00:00,2026-06-16 05:34:20+00:00,3.66,923,1348,425,2.5634250397180187,615,True,1845,False,230,True,1781587,1781588
3,115,3,55.55473,37.870487,2026-06-16 05:18:07+00:00,2026-06-16 05:15:20+00:00,2026-06-16 05:57:21+00:00,3.79,2354,2521,167,1.2442107758051524,298,True,895,True,111,True,1781587,1781589
3,116,3,55.545789,37.825685,2026-06-16 05:08:47+00:00,2026-06-16 04:58:25+00:00,2026-06-16 05:26:46+00:00,2.6,1079,1701,622,1.9802861393358853,475,True,1425,False,178,True,1781586,1781587
3,117,3,55.569847,37.843896,2026-06-16 05:12:09+00:00,2026-06-16 04:54:11+00:00,2026-06-16 05:44:02+00:00,5.22,1913,2991,1078,1.5563526333688789,373,True,1120,True,140,True,1781586,1781588
3,118,3,55.561664,37.859077,2026-06-16 05:19:49+00:00,2026-06-16 05:02:14+00:00,2026-06-16 05:48:59+00:00,5.24,1750,2805,1055,0.7754197833988367,186,True,558,True,69,True,1781587,1781588
3,119,3,55.553622,37.888465,2026-06-16 05:19:51+00:00,2026-06-16 05:17:50+00:00,2026-06-16 05:44:06+00:00,4.68,1455,1576,121,2.3810490963208677,571,True,1714,False,214,True,1781587,1781588
3,120,3,55.574004,37.867843,2026-06-16 05:14:37+00:00,2026-06-16 05:07:51+00:00,2026-06-16 05:36:27+00:00,2.7,1310,1716,406,2.2248678810214124,533,True,1601,False,200,True,1781586,1781588
3,121,3,55.570847,37.842922,2026-06-16 05:16:30+00:00,2026-06-16 05:03:40+00:00,2026-06-16 05:52:47+00:00,5.91,2177,2947,770,1.6805882602500273,403,True,1210,True,151,True,1781586,1781589
3,122,3,55.546718,37.852723,2026-06-16 05:08:41+00:00,2026-06-16 04:55:23+00:00,2026-06-16 05:24:41+00:00,5.99,960,1758,798,1.0855571506408803,260,True,781,True,97,True,1781586,1781587
3,123,3,55.564685,37.888303,2026-06-16 05:13:44+00:00,2026-06-16 05:11:56+00:00,2026-06-16 05:41:44+00:00,3.89,1680,1788,108,2.522987243828007,605,True,1816,False,227,True,1781586,1781588
3,124,3,55.553143,37.847786,2026-06-16 05:22:27+00:00,2026-06-16 05:07:20+00:00,2026-06-16 05:52:21+00:00,5.8,1794,2701,907,0.4154529363737044,99,True,299,True,37,True,1781587,1781589
3,125,3,55.571847,37.840634,2026-06-16 05:22:59+00:00,2026-06-16 05:08:37+00:00,2026-06-16 05:39:24+00:00,3.89,985,1847,862,1.8327390609640666,439,True,1319,False,164,True,1781587,1781588
3,126,3,55.533966,37.822224,2026-06-16 05:21:59+00:00,2026-06-16 05:11:04+00:00,2026-06-16 05:55:28+00:00,24.03,2009,2664,655,3.082232969445315,739,True,2219,False,277,True,1781587,1781589
3,127,3,55.554713,37.812534,2026-06-16 05:11:58+00:00,2026-06-16 05:11:43+00:00,2026-06-16 05:39:59+00:00,2.47,1681,1696,15,2.422530073825696,581,True,1744,False,218,True,1781586,1781588
3,128,3,55.550424,37.842773,2026-06-16 05:20:34+00:00,2026-06-16 05:10:27+00:00,2026-06-16 05:42:15+00:00,4.33,1301,1908,607,0.8420899761964676,202,True,606,True,75,True,1781587,1781588
3,129,3,55.567685,37.85424,2026-06-16 05:12:37+00:00,2026-06-16 05:02:07+00:00,2026-06-16 05:54:06+00:00,6.96,2489,3119,630,1.268877455979589,304,True,913,True,114,True,1781586,1781589
3,130,3,55.547256,37.876438,2026-06-16 05:08:39+00:00,2026-06-16 04:58:35+00:00,2026-06-16 05:43:48+00:00,4.71,2109,2713,604,1.90097382462023,456,True,1368,True,171,True,1781586,1781588
3,131,3,55.559889,37.810404,2026-06-16 05:08:51+00:00,2026-06-16 05:08:04+00:00,2026-06-16 05:33:43+00:00,3.32,1492,1539,47,2.5776962093846354,618,True,1855,False,231,True,1781586,1781588
3,132,3,55.548814,37.845545,2026-06-16 05:17:40+00:00,2026-06-16 05:11:18+00:00,2026-06-16 05:43:03+00:00,5.38,1523,1905,382,0.911944685106697,218,True,656,True,82,True,1781587,1781588
3,133,3,55.555085,37.856449,2026-06-16 05:17:21+00:00,2026-06-16 05:14:39+00:00,2026-06-16 05:45:34+00:00,2.15,1693,1855,162,0.3776905158924657,90,True,271,True,33,True,1781587,1781588
3,134,3,55.562374,37.83741,2026-06-16 05:13:47+00:00,2026-06-16 05:13:35+00:00,2026-06-16 05:56:14+00:00,3.89,2547,2559,12,1.077191947983044,258,True,775,True,96,True,1781586,1781589
3,135,3,55.551387,37.888852,2026-06-16 05:15:54+00:00,2026-06-16 05:11:51+00:00,2026-06-16 05:51:27+00:00,4.93,2133,2376,243,2.4499113125535756,587,True,1763,True,220,True,1781586,1781589
3,136,3,55.546859,37.857721,2026-06-16 05:18:10+00:00,2026-06-16 04:58:41+00:00,2026-06-16 05:34:01+00:00,4.25,951,2120,1169,1.1464904598477763,275,True,825,True,103,True,1781587,1781588
3,137,3,55.577488,37.869841,2026-06-16 05:17:22+00:00,2026-06-16 05:15:59+00:00,2026-06-16 05:57:23+00:00,3.44,2401,2484,83,2.6262477196522283,630,True,1890,True,236,True,1781587,1781589
3,138,3,55.570228,37.827434,2026-06-16 05:11:01+00:00,2026-06-16 05:00:54+00:00,2026-06-16 05:29:02+00:00,3.53,1081,1688,607,2.1302638162110017,511,True,1533,False,191,True,1781586,1781587
3,139,3,55.541595,37.849089,2026-06-16 05:10:42+00:00,2026-06-16 04:58:18+00:00,2026-06-16 05:49:18+00:00,14.84,2316,3060,744,1.6534280164291568,396,True,1190,True,148,True,1781586,1781588
3,140,3,55.58849,37.78308,2026-06-16 05:13:26+00:00,2026-06-16 05:10:21+00:00,2026-06-16 05:44:17+00:00,3.58,1851,2036,185,5.559284649748424,1334,True,4002,False,500,True,1781586,1781588
3,141,3,55.56971,37.838835,2026-06-16 05:15:55+00:00,2026-06-16 04:56:13+00:00,2026-06-16 05:38:21+00:00,2.55,1346,2528,1182,1.661299560264882,398,True,1196,True,149,True,1781586,1781588
3,142,3,55.536374,37.916611,2026-06-16 05:16:32+00:00,2026-06-16 05:11:15+00:00,2026-06-16 05:37:10+00:00,3.9,1238,1555,317,4.69497358978936,1126,True,3380,False,422,True,1781586,1781588
3,143,3,55.583145,37.805996,2026-06-16 05:19:06+00:00,2026-06-16 05:12:32+00:00,2026-06-16 05:58:44+00:00,4.55,2378,2772,394,4.099667462194753,983,True,2951,False,368,True,1781587,1781589
3,144,3,55.566108,37.85104,2026-06-16 05:19:30+00:00,2026-06-16 05:00:45+00:00,2026-06-16 06:01:34+00:00,24.87,2524,3649,1125,1.0763879202461208,258,True,774,True,96,True,1781587,1781589
3,145,3,55.510264,37.876805,2026-06-16 05:11:36+00:00,2026-06-16 04:56:35+00:00,2026-06-16 05:50:23+00:00,3.87,2327,3228,901,5.38520225293375,1292,True,3877,False,484,True,1781586,1781589
3,146,3,55.552625,37.867805,2026-06-16 05:14:09+00:00,2026-06-16 05:03:06+00:00,2026-06-16 05:41:26+00:00,2.57,1637,2300,663,1.1423074070147383,274,True,822,True,102,True,1781586,1781588
3,147,3,55.562132,37.831657,2026-06-16 05:16:01+00:00,2026-06-16 05:07:11+00:00,2026-06-16 05:52:10+00:00,4.72,2169,2699,530,1.3681070650402234,328,True,985,True,123,True,1781586,1781589
3,148,3,55.555099,37.843705,2026-06-16 05:18:56+00:00,2026-06-16 05:14:45+00:00,2026-06-16 05:48:53+00:00,3.34,1797,2048,251,0.47800235812782066,114,True,344,True,43,True,1781587,1781588
3,149,3,55.56513,37.831345,2026-06-16 05:20:03+00:00,2026-06-16 05:05:43+00:00,2026-06-16 05:57:47+00:00,4.23,2264,3124,860,1.5663840828019462,375,True,1127,True,140,True,1781587,1781589
3,150,3,55.537499,37.871003,2026-06-16 05:17:19+00:00,2026-06-16 05:02:57+00:00,2026-06-16 05:49:19+00:00,4.01,1920,2782,862,2.454425337615644,589,True,1767,True,220,True,1781587,1781588
3,151,4,55.549724,37.615027,2026-06-16 05:18:18+00:00,2026-06-16 04:58:33+00:00,2026-06-16 06:02:26+00:00,7.38,2648,3833,1185,1.9412577294213131,465,True,1397,True,174,True,1781587,1781589
3,152,4,55.54521,37.625917,2026-06-16 05:19:14+00:00,2026-06-16 05:08:49+00:00,2026-06-16 06:00:16+00:00,2.83,2462,3087,625,1.6994660473993202,407,True,1223,True,152,True,1781587,1781589
3,153,4,55.542239,37.642087,2026-06-16 05:09:27+00:00,2026-06-16 04:52:42+00:00,2026-06-16 05:38:58+00:00,5.99,1771,2776,1005,1.6447278198894357,394,True,1184,True,148,True,1781586,1781588
3,154,4,55.529928,37.651125,2026-06-16 05:19:43+00:00,2026-06-16 05:15:09+00:00,2026-06-16 05:52:28+00:00,7.49,1965,2239,274,3.0548496641867695,733,True,2199,False,274,True,1781587,1781589
3,155,4,55.562202,37.63537,2026-06-16 05:10:36+00:00,2026-06-16 05:04:00+00:00,2026-06-16 05:39:43+00:00,4.18,1747,2143,396,0.7525355739357023,180,True,541,True,67,True,1781586,1781588
3,156,4,55.577356,37.674543,2026-06-16 05:15:51+00:00,2026-06-16 05:08:58+00:00,2026-06-16 05:46:25+00:00,6.56,1834,2247,413,3.004966601273169,721,True,2163,False,270,True,1781586,1781588
3,157,4,55.538144,37.643428,2026-06-16 05:15:13+00:00,2026-06-16 05:01:00+00:00,2026-06-16 05:45:20+00:00,0.3,1807,2660,853,2.099038278862461,503,True,1511,True,188,True,1781586,1781588
3,158,4,55.578343,37.636694,2026-06-16 05:14:43+00:00,2026-06-16 04:57:58+00:00,2026-06-16 05:38:55+00:00,5.57,1452,2457,1005,2.404628639402098,577,True,1731,False,216,True,1781586,1781588
3,159,4,55.552638,37.663747,2026-06-16 05:13:11+00:00,2026-06-16 04:56:47+00:00,2026-06-16 05:35:53+00:00,3.49,1362,2346,984,1.3889174260703074,333,True,1000,True,125,True,1781586,1781588
3,160,4,55.559307,37.602308,2026-06-16 05:18:33+00:00,2026-06-16 05:00:15+00:00,2026-06-16 05:57:34+00:00,3.56,2341,3439,1098,2.5758537711896676,618,True,1854,True,231,True,1781587,1781589
3,161,4,55.561977,37.596091,2026-06-16 05:12:14+00:00,2026-06-16 04:56:07+00:00,2026-06-16 05:29:50+00:00,4.98,1056,2023,967,3.0051286696721764,721,True,2163,False,270,True,1781586,1781587
3,162,4,55.593845,37.573256,2026-06-16 05:14:00+00:00,2026-06-16 05:08:16+00:00,2026-06-16 05:32:54+00:00,4.64,1134,1478,344,6.0020691642325215,1440,False,4321,False,540,True,1781586,1781587
3,163,4,55.575164,37.629316,2026-06-16 05:10:56+00:00,2026-06-16 05:06:57+00:00,2026-06-16 05:32:42+00:00,12.58,1306,1545,239,2.194978536974725,526,True,1580,False,197,True,1781586,1781587
3,164,4,55.554258,37.63876,2026-06-16 05:18:06+00:00,2026-06-16 05:10:48+00:00,2026-06-16 05:37:53+00:00,6.81,1187,1625,438,0.409509192252738,98,True,294,True,36,True,1781587,1781588
3,165,4,55.554436,37.638676,2026-06-16 05:20:22+00:00,2026-06-16 05:06:59+00:00,2026-06-16 05:52:11+00:00,5.55,1909,2712,803,0.398524392199779,95,True,286,True,35,True,1781587,1781589
3,166,4,55.545977,37.618623,2026-06-16 05:22:26+00:00,2026-06-16 05:10:27+00:00,2026-06-16 05:49:54+00:00,6.89,1648,2367,719,1.9676699962696917,472,True,1416,True,177,True,1781587,1781588
3,167,4,55.559126,37.635423,2026-06-16 05:15:33+00:00,2026-06-16 05:10:01+00:00,2026-06-16 05:31:27+00:00,5.67,954,1286,332,0.5347248782930385,128,True,385,True,48,True,1781586,1781587
3,168,4,55.56433,37.647428,2026-06-16 05:13:13+00:00,2026-06-16 05:08:17+00:00,2026-06-16 05:53:59+00:00,1.74,2446,2742,296,0.8578505721693042,205,True,617,True,77,True,1781586,1781589
3,169,4,55.555288,37.650911,2026-06-16 05:08:19+00:00,2026-06-16 05:05:09+00:00,2026-06-16 05:35:49+00:00,5.31,1650,1840,190,0.5295823935487686,127,True,381,True,47,True,1781586,1781588
3,170,4,55.559224,37.659372,2026-06-16 05:17:52+00:00,2026-06-16 05:13:03+00:00,2026-06-16 05:45:27+00:00,4.33,1655,1944,289,1.0542771526838186,253,True,759,True,94,True,1781587,1781588
3,171,4,55.546049,37.661283,2026-06-16 05:16:46+00:00,2026-06-16 05:10:50+00:00,2026-06-16 05:42:08+00:00,7.66,1522,1878,356,1.6736159904698298,401,True,1205,True,150,True,1781587,1781588
3,172,4,55.550893,37.665347,2026-06-16 05:07:51+00:00,2026-06-16 04:53:05+00:00,2026-06-16 05:27:58+00:00,4.81,1207,2093,886,1.5581437921246228,373,True,1121,True,140,True,1781586,1781587
3,173,4,55.55703,37.643104,2026-06-16 05:22:14+00:00,2026-06-16 05:09:56+00:00,2026-06-16 05:48:40+00:00,15.55,1586,2324,738,0.0025789687317727353,0,True,1,True,0,True,1781587,1781588
3,174,4,55.593206,37.684953,2026-06-16 05:13:46+00:00,2026-06-16 05:07:47+00:00,2026-06-16 05:30:11+00:00,3.93,985,1344,359,4.8086268603285145,1154,False,3462,False,432,True,1781586,1781587
3,175,4,55.585744,37.597345,2026-06-16 05:17:56+00:00,2026-06-16 05:16:43+00:00,2026-06-16 05:37:31+00:00,5.55,1175,1248,73,4.296938081985471,1031,True,3093,False,386,True,1781587,1781588
3,176,4,55.541182,37.654351,2026-06-16 05:19:08+00:00,2026-06-16 04:59:17+00:00,2026-06-16 05:56:45+00:00,5.89,2257,3448,1191,1.8987636005150872,455,True,1367,True,170,True,1781587,1781589
3,177,4,55.554007,37.600322,2026-06-16 05:14:36+00:00,2026-06-16 05:01:50+00:00,2026-06-16 05:45:02+00:00,6.14,1826,2592,766,2.7091434923600928,650,True,1950,False,243,True,1781586,1781588
3,178,4,55.562229,37.62341,2026-06-16 05:10:58+00:00,2026-06-16 04:56:47+00:00,2026-06-16 05:48:40+00:00,1.58,2262,3113,851,1.3651231946821927,327,True,982,True,122,True,1781586,1781588
3,179,4,55.546106,37.633458,2026-06-16 05:22:35+00:00,2026-06-16 05:17:29+00:00,2026-06-16 05:59:19+00:00,3.29,2204,2510,306,1.3557562654192807,325,True,976,True,122,True,1781587,1781589
3,180,4,55.56217,37.679669,2026-06-16 05:15:10+00:00,2026-06-16 05:13:22+00:00,2026-06-16 05:51:40+00:00,4.63,2190,2298,108,2.3719245670122397,569,True,1707,True,213,True,1781586,1781589
3,181,4,55.551706,37.666987,2026-06-16 05:15:11+00:00,2026-06-16 05:06:10+00:00,2026-06-16 05:52:43+00:00,4.57,2252,2793,541,1.6163172564193442,387,True,1163,True,145,True,1781586,1781589
3,182,4,55.556995,37.643687,2026-06-16 05:09:38+00:00,2026-06-16 04:49:52+00:00,2026-06-16 05:34:26+00:00,4.95,1488,2674,1186,0.039090948350041926,9,True,28,True,3,True,1781586,1781588
3,183,4,55.562549,37.646825,2026-06-16 05:12:23+00:00,2026-06-16 04:59:09+00:00,2026-06-16 05:46:18+00:00,4.14,2035,2829,794,0.6586535916743845,158,True,474,True,59,True,1781586,1781588
3,184,4,55.554531,37.63361,2026-06-16 05:14:51+00:00,2026-06-16 05:00:46+00:00,2026-06-16 05:32:11+00:00,4.77,1040,1885,845,0.6560124193975553,157,True,472,True,59,True,1781586,1781587
3,185,4,55.558144,37.644241,2026-06-16 05:10:37+00:00,2026-06-16 05:00:07+00:00,2026-06-16 05:53:27+00:00,2.58,2570,3200,630,0.14516183029121146,34,True,104,True,13,True,1781586,1781589
3,186,4,55.548859,37.66319,2026-06-16 05:12:11+00:00,2026-06-16 05:11:43+00:00,2026-06-16 05:31:47+00:00,2.59,1176,1204,28,1.5573738673026372,373,True,1121,True,140,True,1781586,1781587
3,187,4,55.549151,37.62419,2026-06-16 05:11:22+00:00,2026-06-16 05:11:03+00:00,2026-06-16 05:32:33+00:00,5.2,1271,1290,19,1.4748865318136746,353,True,1061,True,132,True,1781586,1781587
3,188,4,55.577506,37.647676,2026-06-16 05:17:04+00:00,2026-06-16 04:58:21+00:00,2026-06-16 05:56:00+00:00,4.51,2336,3459,1123,2.2962976828819115,551,True,1653,True,206,True,1781587,1781589
3,189,4,55.54451,37.633648,2026-06-16 05:13:14+00:00,2026-06-16 05:04:41+00:00,2026-06-16 05:36:37+00:00,16.75,1403,1916,513,1.5119597217732215,362,True,1088,True,136,True,1781586,1781588
3,190,4,55.560158,37.595604,2026-06-16 05:07:29+00:00,2026-06-16 04:53:02+00:00,2026-06-16 05:38:49+00:00,3.2,1880,2747,867,3.005167525610304,721,True,2163,False,270,True,1781586,1781588
3,191,4,55.558439,37.641993,2026-06-16 05:16:56+00:00,2026-06-16 05:08:39+00:00,2026-06-16 05:46:02+00:00,5.14,1746,2243,497,0.17163433070420533,41,True,123,True,15,True,1781587,1781588
3,192,4,55.553666,37.629219,2026-06-16 05:11:31+00:00,2026-06-16 04:57:52+00:00,2026-06-16 05:45:47+00:00,22.03,2056,2875,819,0.9474330543172013,227,True,682,True,85,True,1781586,1781588
3,193,4,55.555601,37.620571,2026-06-16 05:11:31+00:00,2026-06-16 05:03:03+00:00,2026-06-16 05:34:50+00:00,0.78,1399,1907,508,1.4235763803224548,341,True,1024,True,128,True,1781586,1781588
3,194,4,55.545987,37.628157,2026-06-16 05:14:00+00:00,2026-06-16 04:59:52+00:00,2026-06-16 05:31:26+00:00,4.8,1046,1894,848,1.5442112776203432,370,True,1111,False,138,True,1781586,1781587
3,195,4,55.54902,37.614908,2026-06-16 05:12:11+00:00,2026-06-16 05:00:54+00:00,2026-06-16 05:34:54+00:00,2.31,1363,2040,677,1.9819529124382875,475,True,1427,False,178,True,1781586,1781588
3,196,4,55.545021,37.665481,2026-06-16 05:08:55+00:00,2026-06-16 04:48:56+00:00,2026-06-16 05:36:17+00:00,6.43,1642,2841,1199,1.9410838663821706,465,True,1397,True,174,True,1781586,1781588
3,197,4,55.609387,37.654751,2026-06-16 05:21:38+00:00,2026-06-16 05:07:22+00:00,2026-06-16 05:50:32+00:00,6.79,1734,2590,856,5.869063908112399,1408,True,4225,False,528,True,1781587,1781589
3,198,4,55.576396,37.640239,2026-06-16 05:11:04+00:00,2026-06-16 05:08:13+00:00,2026-06-16 05:45:57+00:00,5.51,2093,2264,171,2.161837682537246,518,True,1556,True,194,True,1781586,1781588
3,199,4,55.572021,37.629473,2026-06-16 05:13:24+00:00,2026-06-16 05:10:43+00:00,2026-06-16 05:34:10+00:00,2.5,1246,1407,161,1.874291312981826,449,True,1349,False,168,True,1781586,1781588
3,200,4,55.553679,37.622795,2026-06-16 05:20:00+00:00,2026-06-16 05:02:22+00:00,2026-06-16 05:51:24+00:00,6.07,1884,2942,1058,1.3279878161776901,318,True,956,True,119,True,1781587,1781589
4,1,1,55.943542,37.76962,2026-06-16 09:52:19+00:00,2026-06-16 09:48:25+00:00,2026-06-16 10:31:19+00:00,0.88,2340,2574,234,1.687885593496818,405,True,1215,True,151,True,1781603,1781605
4,2,1,55.950002,37.810768,2026-06-16 09:53:07+00:00,2026-06-16 09:52:31+00:00,2026-06-16 10:22:04+00:00,6.41,1737,1773,36,0.9850135259899346,236,True,709,True,88,True,1781603,1781605
4,3,1,55.964698,37.787691,2026-06-16 10:05:04+00:00,2026-06-16 09:51:21+00:00,2026-06-16 10:35:25+00:00,4.55,1821,2644,823,2.0835525946324136,500,True,1500,True,187,True,1781604,1781606
4,4,1,55.952729,37.756566,2026-06-16 10:05:47+00:00,2026-06-16 10:01:34+00:00,2026-06-16 10:22:02+00:00,2.66,975,1228,253,2.5596710886955067,614,True,1842,False,230,True,1781604,1781605
4,5,1,55.945938,37.800705,2026-06-16 09:57:41+00:00,2026-06-16 09:45:22+00:00,2026-06-16 10:16:34+00:00,4.14,1133,1872,739,0.2904053585342156,69,True,209,True,26,True,1781603,1781604
4,6,1,55.961467,37.779254,2026-06-16 10:01:40+00:00,2026-06-16 09:59:59+00:00,2026-06-16 10:18:37+00:00,7.82,1017,1118,101,1.962958635897039,471,True,1413,False,176,True,1781604,1781605
4,7,1,55.962286,37.724759,2026-06-16 10:01:25+00:00,2026-06-16 09:50:46+00:00,2026-06-16 10:37:03+00:00,1.05,2138,2777,639,4.777189410483388,1146,True,3439,False,429,True,1781604,1781606
4,8,1,55.965368,37.795614,2026-06-16 09:54:00+00:00,2026-06-16 09:42:56+00:00,2026-06-16 10:19:19+00:00,3.54,1519,2183,664,2.0902066761764395,501,True,1504,True,188,True,1781603,1781605
4,9,1,55.932002,37.792835,2026-06-16 10:05:06+00:00,2026-06-16 10:05:03+00:00,2026-06-16 10:38:41+00:00,3.76,2015,2018,3,1.6335662853729729,392,True,1176,True,147,True,1781604,1781606
4,10,1,55.957656,37.770208,2026-06-16 10:00:48+00:00,2026-06-16 09:48:26+00:00,2026-06-16 10:17:34+00:00,6.92,1006,1748,742,2.033073813770314,487,True,1463,False,182,True,1781604,1781605
4,11,1,55.963182,37.807667,2026-06-16 10:06:43+00:00,2026-06-16 10:04:41+00:00,2026-06-16 10:49:54+00:00,2.8,2591,2713,122,1.9804211452692264,475,True,1425,True,178,True,1781604,1781606
4,12,1,55.967973,37.736171,2026-06-16 09:52:23+00:00,2026-06-16 09:42:10+00:00,2026-06-16 10:31:43+00:00,10.76,2360,2973,613,4.429040549574274,1062,True,3188,False,398,True,1781603,1781605
4,13,1,55.945639,37.78283,2026-06-16 10:06:02+00:00,2026-06-16 09:55:38+00:00,2026-06-16 10:46:00+00:00,4.4,2398,3022,624,0.8377769185428711,201,True,603,True,75,True,1781604,1781606
4,14,1,55.931922,37.757181,2026-06-16 10:03:03+00:00,2026-06-16 09:44:01+00:00,2026-06-16 10:27:27+00:00,23.44,1464,2606,1142,2.924573323931744,701,True,2105,False,263,True,1781604,1781605
4,15,1,55.947638,37.838062,2026-06-16 10:07:39+00:00,2026-06-16 09:52:46+00:00,2026-06-16 10:26:11+00:00,4.53,1112,2005,893,2.6103866578610924,626,True,1879,False,234,True,1781604,1781605
4,16,1,55.952,37.808942,2026-06-16 09:53:54+00:00,2026-06-16 09:43:39+00:00,2026-06-16 10:13:52+00:00,4.62,1198,1813,615,0.9977012323093121,239,True,718,True,89,True,1781603,1781604
4,17,1,55.943664,37.765158,2026-06-16 09:52:25+00:00,2026-06-16 09:41:58+00:00,2026-06-16 10:17:01+00:00,3.3,1476,2103,627,1.958625181964604,470,True,1410,True,176,True,1781603,1781605
4,18,1,55.960692,37.757545,2026-06-16 09:54:28+00:00,2026-06-16 09:40:03+00:00,2026-06-16 10:26:55+00:00,3.17,1947,2812,865,2.872278361560703,689,True,2068,False,258,True,1781603,1781605
4,19,1,55.93331,37.793351,2026-06-16 09:59:01+00:00,2026-06-16 09:55:25+00:00,2026-06-16 10:36:42+00:00,1.17,2261,2477,216,1.4852716911393495,356,True,1069,True,133,True,1781603,1781606
4,20,1,55.950226,37.775216,2026-06-16 09:56:22+00:00,2026-06-16 09:47:00+00:00,2026-06-16 10:29:13+00:00,3.66,1971,2533,562,1.3670715245070892,328,True,984,True,123,True,1781603,1781605
4,21,1,55.956826,37.777877,2026-06-16 09:52:50+00:00,2026-06-16 09:37:59+00:00,2026-06-16 10:12:21+00:00,7.77,1171,2062,891,1.6119458316738011,386,True,1160,True,145,True,1781603,1781604
4,22,1,55.961283,37.798493,2026-06-16 09:56:52+00:00,2026-06-16 09:53:16+00:00,2026-06-16 10:30:16+00:00,17.9,2004,2220,216,1.6419976692535856,394,True,1182,True,147,True,1781603,1781605
